C7057|Disease, Disorder or Finding
C41629|Clear Perinuclear Halo Present
C36017|Nuclear Inclusion
C36019|Cowdry Type A Eosinophilic Intranuclear Inclusion
C36020|Dutcher Body
C36018|Ground Glass Nuclear Inclusion
C47827|Nuclear Pseudoinclusion
C111024|Presence of Extravascular Matrix Patterns
C111025|Extravascular Matrix Loops
C111026|Loops Forming Networks
C54038|Pseudostratified Tumor Cells Present
C47830|Pseudostratified Columnar Tumor Cells Present
C54037|Pseudostratified Neuroepithelial Tumor Cells Present
C36185|Steatosis
C82990|Macrovesicular Steatosis
C82982|Microvesicular Steatosis
C137709|Tumor Margin Configuration
C137710|Infiltrative Tumor Margin
C53991|Pushing Tumor Margin
C42072|Ganglion Cells Present
C42070|Mature Ganglion Cells Present
C42069|Maturing Ganglion Cells Present
C42076|Abnormal Cells Present
C95509|Cellular Changes Resembling Foveolar Epithelium Cells
C97042|Basal Cells with Pale Cytoplasm Present
C39709|Confluent Sheets of Anaplastic T-Lymphocytes Present
C41841|Clusters and Cords of GFAP Positive Epithelioid Tumor Cells Present
C45318|Confluent Sheets of Neoplastic B-Lymphocytes Present
C96173|Darkly Pigmented Melanophages Present
C142178|Diffuse Proliferation of Pulmonary Neuroendocrine Cells Present
C41630|Fascicles of Spindly Tumor Cells Present
C54715|Malignant Epithelial Cells with Abundant Clear Cytoplasm Containing Glycogen Present
C129905|Hematogenous CSF Blasts
C54712|Malignant Epithelial Cells with Abundant Cytoplasmic Neutral Lipids Present
C49125|Intersecting Sharply Marginated Clusters of Spindle Cells Present
C54686|Melanoma Cells Present
C35471|Nucleated Red Blood Cells Present
C95964|Pancreatobiliary-Type Malignant Cells Present
C142824|Peribronchial Proliferation of Neoplastic Cells Present
C62561|Shadow Cells Present
C129904|Persistent Neuroblastic Cells
C42074|Scattered Collections of Differentiating Neuroblasts Present
C41007|Sheets of Interfollicular Plasma Cells Present
C150395|Small Aggregates of Tumor Cells Present
C139022|Superficial Monoclonal Gastrointestinal Tract T-Cell Infiltrate Present
C148407|Unspecified Atypical Cells Present
C38649|Vacuolated Plasma Cells in the Bone Marrow
C42054|Differentiating Neuroblasts Present
C42052|Differentiating Neuroblasts Under 5 Percent of the Tumor Cells
C42053|Differentiating Neuroblasts More than 5 Percent of the Tumor Cells
C45659|Absence of Invasion
C35955|Absence of Stromal Invasion
C61108|Absence of Muscle Invasion
C60723|Absence of Invasion of the Muscularis Externa
C82986|Architectural Distortion
C82985|Gland Distortion
C82993|Gland Branching
C82989|Gland Loss
C120882|Focus of Cellular Alteration
C138968|Basophilic Focus
C139137|Basophilic Hypertrophic Focus
C49118|Hydropic Change
C35953|Hydropic Villous Change
C61477|Localized Hydropic Villous Change
C61476|Generalized Hydropic Villous Change
C3106|Histiocytosis
C85069|Sinus Histiocytosis
C40991|Massive Sinusoidal Histiocytic Infiltrate
C60749|Metaplasia of Malignant Cells Present
C60750|Squamous Metaplasia of Malignant Cells Present
C60751|Spindle Cell Metaplasia of Malignant Cells Present
C60752|Mesenchymal Metaplasia of Malignant Cells Present
C60753|Cartilaginous Metaplasia of Malignant Cells Present
C60754|Osseous Metaplasia of Malignant Cells Present
C35959|Mitotic Activity
C54006|Five or Less Mitoses per 50HPF
C60307|Less than 2 Mitoses per 10HPF
C54007|More than 5 Mitoses per 50HPF
C35961|Low Mitotic Activity
C60306|Two to 10 Mitoses per 10HPF
C35960|High Mitotic Activity
C60308|More than 10 Mitoses per 10HPF
C36184|Necrotic Change
C36128|Comedo Necrosis
C94638|Dirty Necrosis
C118159|Basal Decidual Necrosis
C35956|Fibrinoid Necrosis
C118385|Avascular Necrosis
C41612|Extensive Necrosis
C50573|Gangrene
C54418|Intraluminal Necrosis
C50567|Flap Tissue Necrosis
C41433|Geographic Necrosis
C68752|Palisading Necrosis
C41829|Pseudopalisading Necrosis
C27136|Placental Necrosis
C96350|Zonal Necrosis
C103225|Ischemic Necrosis
C39608|Coagulative Necrosis
C35957|Tumor Cell Necrosis
C60880|Single Cell Necrosis
C35958|Comedo-Like Necrosis
C35886|Morphologic Architectural Pattern
C49119|Alternative Fascicle (Bundle) Pattern
C35922|Acinar Pattern
C35906|Angiodestructive Pattern
C35905|Angiocentric Pattern
C35909|Antoni A Pattern
C35917|Alveolar Pattern
C35910|Antoni B Pattern
C62203|Canalicular Pattern
C35907|Biphasic Pattern
C35923|Compact Pattern
C49199|Cambium Layer
C62507|Compartmentalized Pattern
C61578|Complex Glandular Pattern
C53642|Cord-Like Pattern
C35920|Cribriform Pattern
C35895|Compound Growth Pattern
C35919|Cylindromatous Pattern
C35896|Dermal Growth Pattern
C35903|Diffuse Pattern
C35930|Endodermal Sinus Pattern
C62560|Fenestrated Pattern
C39743|Fascicular Pattern
C48908|Floret-Like Pattern
C48606|Focal Pattern
C36059|Granuloma-Like Growth Pattern
C35887|Herringbone Growth Pattern
C62304|Fenestrating Pattern
C35931|Honeycomb Pattern
C35916|Insular Pattern
C35902|Interfollicular Pattern
C41453|Infiltrative Growth Pattern
C61067|Hemorrhagic Pattern
C54728|Intracanalicular Growth Pattern
C35894|Junctional Proliferation
C43626|Lamellar Pattern
C55821|Lepidic Growth Pattern
C35891|Lobulated Growth Pattern
C62288|Micronodular Pattern
C62175|Lobular Pattern
C129426|Multinodular and Vacuolated Pattern
C35908|Monophasic Pattern
C35893|Pagetoid Proliferation
C35904|Nodular and Diffuse Pattern
C35918|Organoid Pattern
C35890|Plexiform Growth Pattern
C113734|Poorly Formed Pattern
C62215|Pericanalicular Growth Pattern
C61396|Polyvesicular Vitelline Pattern
C53627|Pseudoalveolar Pattern
C35921|Pseudoglandular Pattern
C53626|Pseudogranulomatous Pattern
C61431|Pseudolobular Pattern
C35912|Pseudopapillary Pattern
C35901|Pseudofollicular Pattern
C35897|Radial Growth Phase
C42599|Serrated Glandular Architecture
C42587|Sheet-Like Growth Pattern
C35932|Sex Cord-Like Pattern
C35924|Scirrhous Pattern
C61066|Sclerotic Pattern
C54123|Sinusoidal Growth Pattern
C53643|Spindle Cell Pattern
C35888|Storiform Growth Pattern
C36177|Single-File Linear Pattern
C36182|Solid Growth Pattern
C35927|Syncytial Pattern
C35928|Triphasic Pattern
C35925|Tubular Pattern
C35898|Vertical Growth Phase
C62464|Wedge-Shaped Growth Pattern
C36121|Villous Pattern
C35889|Whorling Growth Pattern
C53966|Zonal Pattern
C61289|Blastemal Pattern
C61290|Diffuse Blastemal Pattern
C61291|Nodular Blastemal Pattern
C61292|Serpentine Blastemal Pattern
C54241|Mixture of Morphologic Patterns
C121662|Mixture of Embryonal and Alveolar Features Present
C54145|Mixture of Germ Cell Neoplastic Components Present
C35899|Nodular Pattern
C35900|Multinodular Pattern
C35929|Glandular Pattern
C60918|Microglandular Pattern
C61109|Non-Specific Glandular Pattern
C35892|Nested Pattern
C47835|Nesting (Zellballen) Growth Pattern
C35911|Papillary Pattern
C95511|Tall Papillae Present
C36181|Micropapillary Pattern
C95513|Thin-Branching Papillae Present
C41470|Perivascular Pseudopalisading
C96348|Multiple Serpentine Pseudopalisading Pattern
C41839|Perivascular Arrangement of Tumor Cells
C51140|Concentric Perivascular Arrangement of Tumor Cells
C35913|Trabecular Pattern
C35914|Gyriform Trabecular Pattern
C35915|Macrotrabecular Pattern
C62286|Prominent Keratin Formation
C35951|Keratin Pearls Formation
C66893|Keratin Horn Pearls Formation
C35940|Rosette Formation
C35944|Ependymal Rosette Formation
C35941|Flexner-Wintersteiner Rosette Formation
C35946|Multilayered Rosette Formation
C35942|Homer Wright Rosette Formation
C35943|Pseudorosette Formation
C41626|Perivascular Pseudorosette Formation
C45204|Collagen Rosette Formation
C45205|Prominent Collagen Rosette Formation
C45209|Poor Collagen Rosette Formation
C35945|Pineocytomatous Rosette Formation
C41838|Large Pineocytomatous Rosette Formation
C35939|Tumor Vascular Invasion
C47850|Lymphatic Invasion
C39589|Angioinvasion
C47849|Venous Invasion
C9442|Deposit
C113303|Adipose Tissue Deposition
C97098|Cadmium Deposition
C54018|Amorphous, Eosinophilic, and Acellular Deposit
C54097|Cholesterol Deposit
C118147|Placental Fibrinoid Deposition
C118155|Placental Stromal Dusty Mineralization
C42586|Pseudo-Psammoma Body Formation
C60715|Dental Calculus
C35990|Hemosiderin Deposition
C118149|Hemosiderin in Decidua Parietalis
C118150|Hemosiderin in Decidua Basalis
C96215|Stromal Hemosiderin Deposition
C41042|Immunoglobulin Deposition
C41047|Immunoglobulin Light Chain Deposition
C41048|Immunoglobulin Heavy Chain Deposition
C35460|Crystal Formation
C97094|Calcium Oxalate Crystal Deposition
C41231|Charcot-Leyden Crystals Formation
C36091|Reinke Crystals Formation
C3672|Calcification
C35992|Dystrophic Calcification
C114845|Extraosseous Calcification
C53460|Chicken Wire Calcification
C40461|Cerebral Calcification
C27709|Psammoma Body Formation
C35314|Tracheal Calcification
C114846|Vascular Calcification
C8433|Microcalcification
C53254|Microcalcification Present in Neoplastic Tissue
C47861|Microcalcification Present in Neoplastic and Non-Neoplastic Tissue
C47860|Microcalcification Present in Non-Neoplastic Tissue
C4086|Dysplasia
C84971|Angiogenic Squamous Dysplasia
C40209|Cervical Glandular Dysplasia
C126401|Bronchial Epithelial Dysplasia
C42088|Cortical Dysplasia
C8458|Diffuse Dysplasia
C94827|Erythrodysplasia
C96417|Generalized Dysplasia
C8457|Focal Dysplasia
C35848|Large Cell Dysplasia
C35841|Melanocytic Dysplasia
C129863|Oral Dysplasia
C118161|Placental Mesenchymal Dysplasia
C8364|Severe Dysplasia
C35849|Small Cell Dysplasia
C39856|Urothelial Dysplasia
C116769|Congenital Dysplasia
C119752|Developmental Dysplasia of Hip
C4838|Dysplasia of Larynx
C4837|Dysplasia of Vocal Cord
C8362|Mild Dysplasia
C4848|Mild Colon Dysplasia
C3847|Renal Cell Dysplasia
C123034|Renal Dysplasia Due to Fetal Exposure to ACE Inhibitor or ARB
C101313|Bilateral Renal Dysplasia
C8363|Moderate Dysplasia
C4849|Moderate Colon Dysplasia
C4841|Moderate Esophageal Dysplasia
C95331|Digestive System Dysplasia
C115208|Dysplasia in Crohn Disease
C35847|Liver Dysplastic Foci
C4847|Colon Dysplasia
C27833|Dysplasia in Barrett Esophagus
C95615|Barrett Esophagus-Indefinite for Dysplasia
C95614|Barrett Esophagus-Negative for Dysplasia
C27835|High Grade Dysplasia in Barrett Esophagus
C27834|Low Grade Dysplasia in Barrett Esophagus
C45433|Dysplasia in Ulcerative Colitis
C45432|High Grade Dysplasia in Ulcerative Colitis
C45431|Low Grade Dysplasia in Ulcerative Colitis
C4850|Rectal Dysplasia
C4851|Mild Rectal Dysplasia
C4852|Moderate Rectal Dysplasia
C95754|Gastric Dysplasia
C95758|Indefinite for Gastric Dysplasia
C95756|Negative for Gastric Dysplasia
C3044|Fibrosis
C111787|Concentric Fibrosis of Intrahepatic Duct
C82889|Focal Fibrosis
C35822|Perivascular Fibrosis
C118145|Placental Villous Fibrosis
C78633|Superficial Soft Tissue Fibrosis
C27581|Meningeal Fibrosis
C78301|Deep Connective Tissue Fibrosis
C34483|Scar
C36010|Central Scar
C50511|Corneal Scar
C36212|Bone Marrow Fibrosis
C35821|Collagen Fibrosis of the Bone Marrow
C41240|Marked Bone Marrow Fibrosis
C35820|Reticulin Fibrosis of the Bone Marrow
C41239|Minimal Reticulin Fibrosis of the Bone Marrow
C3064|Granuloma
C4081|Lipogranuloma
C113732|Necrotizing Granuloma
C3067|Giant Cell Granuloma
C80355|Sperm Granuloma
C3919|Suppurative Granuloma
C4082|Cholesterol Granuloma
C3655|Middle Ear Cholesterol Granuloma
C3066|Foreign Body Granuloma
C4865|Dental Granuloma
C9248|Silicon Granuloma
C9433|Talc Granuloma
C34621|Foreign Body Granuloma of Muscle
C113731|Non-Necrotizing Granuloma
C9490|Sarcoidal Granuloma
C3069|Plasma Cell Granuloma
C7021|Intracranial Plasma Cell Granuloma
C9435|Granuloma by Site
C9247|Bladder Granuloma
C9274|Cardiac Granuloma
C3068|Laryngeal Granuloma
C3649|Conjunctival Granuloma
C8196|Nasal Cavity and Paranasal Sinus Lethal Midline Granuloma
C3653|Orbital Granuloma
C3839|Pulmonary Granuloma
C36195|Skin Granuloma
C112119|Umbilical Granuloma
C4936|Hepatic Granuloma
C4395|Hepatic Schistosomal Granuloma
C9434|Infectious Granuloma
C9260|Actinomycotic Granuloma
C9491|Schistosome Granuloma
C3236|Metaplasia
C54709|Spindle Cell Metaplasia
C35858|Stromal Metaplasia
C6944|Atypical Metaplasia
C8456|Atypical Apocrine Metaplasia
C8438|Atypical Gastric Metaplasia
C8357|Atypical Squamous Metaplasia
C54710|Mesenchymal Metaplasia
C35860|Cartilaginous Metaplasia
C49120|Lipomatous Metaplasia
C35859|Osseous Metaplasia
C96363|Epithelial Metaplasia
C126780|Endometrial Metaplasia
C126463|Fallopian Tube Mucinous Metaplasia
C35846|Columnar Metaplasia
C8361|Gastric Metaplasia
C8358|Glandular Metaplasia
C97097|Nephrogenic Metaplasia
C128062|Vaginal Transitional Cell Metaplasia
C8359|Apocrine Metaplasia
C7759|Apocrine Metaplasia of Breast
C4056|Cervical Metaplasia
C3974|Cervical Squamous Metaplasia
C127937|Tuboendometrioid Metaplasia
C127904|Cervical Transitional Metaplasia
C35567|Hurthle Cell Metaplasia
C7763|Hurthle Cell Metaplasia of Thyroid Gland
C8360|Intestinal Metaplasia
C96170|Intestinal Metaplasia of Columnar Epithelium
C36311|Intestinal Metaplasia of Esophageal Mucosa
C3956|Intestinal Metaplasia of Gastric Mucosa
C3237|Squamous Metaplasia
C4708|Limbal Metaplasia
C37269|Morular Metaplasia of the Endometrium
C97137|Squamous Metaplasia Without Atypia
C8391|Squamous Metaplasia of Bladder
C80354|Squamous Metaplasia of Bronchial Mucosa
C7758|Prostatic Squamous Metaplasia
C7756|Squamous Metaplasia of Rectal Mucosa
C42075|Abnormal Tissue Present
C61467|Aberrant Thyroid Tissue Present
C62209|Acinar Proliferation
C54249|Angiosarcoma-Like Areas Present
C62101|Anastomosing Strands of Tumor Cells Present
C62462|Area of Depigmentation at the Periphery of the Dermal Melanocytic Infiltrate Present
C61452|Annular Tubules Present
C62204|Beaded Anastomosing Cords Present
C48875|Cartilage-Like Elements Present
C54168|Cartilaginous Component Present
C60791|Cysts Containing Proteinaceous Fluid Present
C126305|Dilated Cystic Spaces Present
C126770|Dedifferentiated Malignant Infiltrate
C62127|Duct-Like Structures Present
C60876|Ectopic Thyroid Tissue Present
C132486|Ectopic Tissue
C61591|Endometrial Type Glands and Stroma Present
C61415|Embryoid Bodies Present
C96352|Entrapped Gray Matter Present
C53638|Epithelioid Component Present
C62211|Extensive Secretory Changes Present
C93279|Fatty-replaced Breast Tissue Present
C96183|Fibroblastic Proliferation Present
C96353|Entrapped White Matter Present
C49203|Fibrovascular Septa Present
C60782|Fibrovascular Stalks Present
C53968|Fibrous Septa Present
C42068|Ganglioneuroma Component Present
C60390|Glomerulations
C42067|Ganglioneuroblastoma Component Present
C54559|Heterologous Elements Present
C34652|Granulation Tissue
C51142|Individual Cells Surrounded by Reticulin Present
C54723|Intracytoplasmic and Extracytoplasmic Eosinophilic Material Present
C53597|Lipomatous Component Present
C42071|Mature Schwannian Stroma Present
C62287|Infundibular-Like Structures Present
C128163|Mammary Gland Type Features Present
C62451|Melanocytes Near the Tips and Sides of Elongated Rete Ridges Present
C62465|Nests of Nevus Cells Resembling Nerve Bundles Present
C41831|Nests of Tumor Cell Nuclei in a Fibrillary Matrix
C60396|Mucinous Fibroplasia
C68766|Oligodendroglial Component Present
C53694|Nidus Formation
C54171|Osseous Component Present
C53695|Osteoid Formation
C61013|Prominent Elastic Tissue Cores Present
C61413|One Germ Layer Present
C60802|Proliferation of Small Ducts Present
C96362|Oligodendroglioma-Like Component with Perinuclear Cytoplasmic Halos Present
C61603|Prominent Squamous Eddies Present
C61472|Single Type of Tissue Derived from One Embryonic Layer Present
C62128|Rosette-Like Configurations Present
C96361|Small Cell Component Present
C61414|Seminomatous Component Present
C62228|Spaces Lined by One to Three Layers of Monotonous Atypical Cells Present
C53683|Smooth Muscle Component Present
C62292|Slit-Like Stromal Retraction Present
C54046|Striated Muscle Component Present
C61611|Tissue of Mullerian Origin Present
C61473|Tissues Derived from Two or Three Embryonic Layers Present
C96467|Villous Projections of the Neoplastic Epithelium Present
C62129|Tumor Droplets Present
C39744|Myxoid Changes Present
C35998|Myxoid Stroma Formation
C53954|New Bone Formation
C53969|Blue Bone Formation
C53625|Spindle Cell Component Present
C53965|Spindle Cell Osteo-Fibrous Component Present
C61446|Retiform Structures Present
C61447|Retiform Structures Comprise 90% or More of the Tumor
C61448|Retiform Structures Comprise More than 10% and Less than 90% of the Tumor
C61294|Tubular Structures Present
C55828|Tubular Structures of Glycogen-Rich Non-Ciliated Cells Present
C62237|Hyperplastic Tissue Present
C62238|Hyperplastic Epithelial Tissue Present
C54167|Mesenchymal Component Present
C60921|Dense Collagenized Tissue Present
C54727|Sarcomatous Component Present
C53596|Epithelial Component Present
C62506|Anastomosing Cells Connected to the Basal Layer of the Epidermis Present
C61065|Entrapped Respiratory Epithelium Present
C61534|Endocervical Type Epithelium Present
C61535|Gastrointestinal Type Epithelium Present
C62099|Islands of Odontogenic Epithelium Present
C60512|Large Neoplastic Glands with Branching and Papillary Infolding Present
C62130|Parakeratinized Stratified Squamous Epithelium Present
C61003|Multifocal Epithelial Proliferations Less than 1mm in Diameter Present
C62291|Proliferation of Basaloid Cells Parallel to the Long Axis of the Epidermis Present
C62232|Dilated Terminal Duct Lobular Units Present
C62235|Dilated Terminal Duct Lobular Units with Acini Lined by More than Two Layers of Columnar Epithelial Cells Present
C62233|Dilated Terminal Duct Lobular Units with Acini Lined by One or Two Layers of Columnar Epithelial Cells Present
C61542|Neoplastic Glandular Epithelium Resembling the Normal Endometrium Present
C61541|Atypical Glandular Epithelium Resembling the Normal Endometrium Present
